2025-10-26 21:30,soopeewee,LBMX,Team Essentials,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-23 18:00,soopeewee,SPWHL BLACK,SPWHL RED,NCC Arena1,U18HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-10-24 18:00,soopeewee,Soo PEP Hockey,Prouse Chevrolet,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-10-24 19:30,soopeewee,Sault NISSAN,Stellar Duct Cleaning,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-14 13:30,soopeewee,SooToday SPACES,Mrs. B's Pizza,JR2,U13A,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-12-14 15:00,soopeewee,Soo PEP Hockey,Stellar Duct Cleaning,JR2,U15HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-10-29 21:30,soopeewee,SK Group,Soo Pee Wee Arena,JR2,U18A,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-11-02 18:00,soopeewee,SPWHL RED,SPWHL BLUE,NCC Arena1,U18HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-02 21:30,soopeewee,Carpet One,Team Essentials,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-10-27 18:00,soopeewee,SK Group,Northside Volkswagen,Rankin Arena,U18A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-21 19:00,soopeewee,SK Group,Northside Volkswagen,NCC Arena1,U18A,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-19 21:30,soopeewee,Northside Volkswagen,SK Group,JR2,U18A,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-12-14 11:00,soopeewee,U7T1 TIMBITS Gold - Miller,U7T1 TIMBITS Red - Figures,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-14 12:00,soopeewee,U7T1 TIMBITS Forrest Green - Berry,U7T1 TIMBITS  Royal Blue - Longo,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-14 14:00,soopeewee,U7T2 TIMBITS Purple - Thomas,U7T2 TIMBITS Black - Roach,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-14 13:00,soopeewee,U7T2 TIMBITS Blue - Williamson,U7T2 TIMBITS Orange - Gearing,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-14 17:00,soopeewee,Kinze Adventure Dogs,SK Group,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-14 20:00,soopeewee,EZ Ride,ROY GRAHAM TRUCKING,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-14 18:30,soopeewee,STACKBURGER,Great Lakes Surface Solutions,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-19 15:00,soopeewee,Prouse Chevrolet,Sault NISSAN,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-10-19 18:00,soopeewee,SPWHL BLACK,SPWHL GREEN,NCC Arena1,U18HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-10-19 21:30,soopeewee,Bobcat Trail,Soo PEP Hockey,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-12-12 19:00,soopeewee,SooToday SPACES,Mrs. B's Pizza,PeeWee Arena,U13A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-12 20:30,soopeewee,LBMX,Northside Volkswagen,PeeWee Arena,U13A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-28 18:00,soopeewee,Northside Volkswagen,Winmar,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-10-28 19:30,soopeewee,MALCOLM MEN CONTRACTING,Northern Sports Excellence,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-10-28 17:00,soopeewee,S&T Group,Soo Thunderbirds,PeeWee Arena,U9T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-28 18:00,soopeewee,Shilo Shock,LBMX,PeeWee Arena,U9T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-28 20:00,soopeewee,U10H AtoMc ORANGE,U10H AtoMc TEAL,PeeWee Arena,U10HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-28 19:00,soopeewee,U10H AtoMc RED,U10H AtoMc BLUE,PeeWee Arena,U10HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-05 18:00,soopeewee,Bobcat Trail,LBMX,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-05 19:30,soopeewee,Sault NISSAN,Prouse Chevrolet,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-04 17:30,soopeewee,SPWHL GREEN,SPWHL BLACK,NCC Arena1,U18HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-12-05 19:00,soopeewee,Mrs. B's Pizza,Northside Volkswagen,PeeWee Arena,U13A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-05 20:30,soopeewee,SooToday SPACES,LBMX,PeeWee Arena,U13A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-24 17:30,soopeewee,SPWHL GREEN,SPWHL BLUE,JR2,U18HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-10-27 17:30,soopeewee,SPWHL GREEN,SPWHL BLUE,JR2,U18HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-11-03 18:00,soopeewee,Northside Volkswagen,SK Group,Rankin Arena,U18A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-07 18:00,soopeewee,Stellar Duct Cleaning,Soo PEP Hockey,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-07 18:00,soopeewee,SPWHL BLUE,SPWHL BLACK,NCC Arena1,U18HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-12-07 21:30,soopeewee,Soo PEP Hockey,SLC Legal Solutions,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-12-08 17:30,soopeewee,SPWHL BLUE,SPWHL RED,JR2,U18HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-10-26 12:00,soopeewee,SPWHL RED,SPWHL BLACK,GFL Gardens,U18HL,"269 Queen St., Sault Ste. Marie, ON            "
2025-10-26 13:30,soopeewee,LBMX,Mrs. B's Pizza,GFL Gardens,U13A,"269 Queen St., Sault Ste. Marie, ON            "
2025-10-26 15:00,soopeewee,MALCOLM MEN CONTRACTING,Northside Volkswagen,GFL Gardens,U15A,"269 Queen St., Sault Ste. Marie, ON            "
2025-11-16 18:00,soopeewee,SPWHL BLACK,SPWHL BLUE,NCC Arena1,U18HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-16 21:30,soopeewee,Prouse Chevrolet,Bobcat Trail,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-06 17:30,soopeewee,SPWHL BLUE,SPWHL GREEN,JR2,U18HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-11-04 18:00,soopeewee,MALCOLM MEN CONTRACTING,Northside Volkswagen,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-04 19:30,soopeewee,Northern Sports Excellence,Winmar,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-10-19 11:00,soopeewee,U7T1 TIMBITS Red - Figures,U7T1 TIMBITS  Royal Blue - Longo,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-19 12:00,soopeewee,U7T1 TIMBITS Gold - Miller,U7T1 TIMBITS Forrest Green - Berry,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-19 20:00,soopeewee,Great Lakes Surface Solutions,Kinze Adventure Dogs,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-19 18:30,soopeewee,SK Group,ACE OF TRADES,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-19 13:00,soopeewee,U7T2 TIMBITS Blue - Williamson,U7T2 TIMBITS Black - Roach,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-19 14:00,soopeewee,U7T2 TIMBITS Purple - Thomas,U7T2 TIMBITS Orange - Gearing,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-19 17:00,soopeewee,STACKBURGER,SAMMY'S BACK PACKS,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-21 18:30,soopeewee,SLC Legal Solutions,Team Essentials,GFL Gardens,U15HL,"269 Queen St., Sault Ste. Marie, ON            "
2025-11-21 20:00,soopeewee,Soo PEP Hockey,Carpet One,GFL Gardens,U15HL,"269 Queen St., Sault Ste. Marie, ON            "
2025-11-03 17:30,soopeewee,SPWHL GREEN,SPWHL BLACK,JR2,U18HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-11-30 15:00,soopeewee,Winmar,MALCOLM MEN CONTRACTING,GFL Gardens,U15A,"269 Queen St., Sault Ste. Marie, ON            "
2025-11-23 15:00,soopeewee,Northern Sports Excellence,Northside Volkswagen,GFL Gardens,U15A,"269 Queen St., Sault Ste. Marie, ON            "
2025-10-26 11:00,soopeewee,U7T1 TIMBITS Forrest Green - Berry,U7T1 TIMBITS Red - Figures,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-26 12:00,soopeewee,U7T1 TIMBITS  Royal Blue - Longo,U7T1 TIMBITS Gold - Miller,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-26 20:00,soopeewee,ACE OF TRADES,ROY GRAHAM TRUCKING,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-26 18:30,soopeewee,Northside Volkswagen,SooToday SPACES,PeeWee Arena,U13A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-26 13:00,soopeewee,U7T2 TIMBITS Orange - Gearing,U7T2 TIMBITS Black - Roach,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-26 14:00,soopeewee,U7T2 TIMBITS Blue - Williamson,U7T2 TIMBITS Purple - Thomas,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-26 17:00,soopeewee,Great Lakes Surface Solutions,EZ Ride,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-09 21:30,soopeewee,Stellar Duct Cleaning,SLC Legal Solutions,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-24 17:00,soopeewee,Soo PEP Hockey,Carpet One,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-24 18:30,soopeewee,SK Group,Northside Volkswagen,Rankin Arena,U18A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-10-21 18:00,soopeewee,MALCOLM MEN CONTRACTING,Winmar,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-10-21 19:30,soopeewee,Northside Volkswagen,Northern Sports Excellence,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-10-24 19:00,soopeewee,Mrs. B's Pizza,Northside Volkswagen,PeeWee Arena,U13A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-10-24 20:30,soopeewee,SooToday SPACES,LBMX,PeeWee Arena,U13A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-14 18:00,soopeewee,SPWHL RED,SPWHL BLUE,NCC Arena1,U18HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-12-14 21:30,soopeewee,Carpet One,Bobcat Trail,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-10-20 17:30,soopeewee,SPWHL BLUE,SPWHL RED,JR2,U18HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-11-20 17:00,soopeewee,Gracie's Howlers,Green Apple Realty,PeeWee Arena,U8T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-20 18:00,soopeewee,LBMX,Property Masters,PeeWee Arena,U8T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-20 20:00,soopeewee,U11H AtoMc SKY BLUE,U11H AtoMc GREEN,PeeWee Arena,U11HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-20 19:00,soopeewee,U11H AtoMc RED,U11H AtoMc BLUE,PeeWee Arena,U11HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-16 11:00,soopeewee,U7T1 TIMBITS Gold - Miller,U7T1 TIMBITS  Royal Blue - Longo,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-16 12:00,soopeewee,U7T1 TIMBITS Red - Figures,U7T1 TIMBITS Forrest Green - Berry,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-16 18:30,soopeewee,ROY GRAHAM TRUCKING,"Floreani, O'Toole Dool Orthodontists",PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-16 13:00,soopeewee,U7T2 TIMBITS Purple - Thomas,U7T2 TIMBITS Blue - Williamson,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-16 17:00,soopeewee,STACKBURGER,ACE OF TRADES,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-16 14:00,soopeewee,U7T2 TIMBITS Black - Roach,U7T2 TIMBITS Orange - Gearing,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-30 11:30,soopeewee,SooToday SPACES,Northside Volkswagen,NCC Arena1,U13A,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-30 13:00,soopeewee,Mrs. B's Pizza,LBMX,NCC Arena1,U13A,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-30 18:00,soopeewee,SPWHL BLUE,SPWHL GREEN,NCC Arena1,U18HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-30 21:30,soopeewee,Stellar Duct Cleaning,LBMX,NCC Arena1,U15HL,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-26 18:00,soopeewee,JR KNIGHTS WHITE,JR KNIGHTS MAROON,PeeWee Arena,U10A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-26 19:00,soopeewee,"Floreani, O'Toole Dool Orthodontists",Northside Volkswagen,PeeWee Arena,U11A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-26 20:00,soopeewee,U11H AtoMc RED,U11H AtoMc TEAL,PeeWee Arena,U11HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-25 17:00,soopeewee,S&T Group,LBMX,PeeWee Arena,U9T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-25 18:00,soopeewee,Shilo Shock,Soo Thunderbirds,PeeWee Arena,U9T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-25 19:00,soopeewee,U10H AtoMc BLUE,U10H AtoMc ORANGE,PeeWee Arena,U10HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-25 20:00,soopeewee,U10H AtoMc TEAL,U10H AtoMc RED,PeeWee Arena,U10HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-17 17:30,soopeewee,Winmar,MALCOLM MEN CONTRACTING,JR2,U15A,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-12-14 19:00,soopeewee,SLC Legal Solutions,LBMX,GFL Gardens,U15HL,"269 Queen St., Sault Ste. Marie, ON            "
2025-12-09 17:00,soopeewee,S&T Group,Soo Thunderbirds,PeeWee Arena,U9T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-09 18:00,soopeewee,Shilo Shock,LBMX,PeeWee Arena,U9T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-09 20:00,soopeewee,U10H AtoMc ORANGE,U10H AtoMc TEAL,PeeWee Arena,U10HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-09 19:00,soopeewee,U10H AtoMc BLUE,U10H AtoMc RED,PeeWee Arena,U10HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-08 18:00,soopeewee,Soo Pee Wee Arena,Northside Volkswagen,Rankin Arena,U18A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-08 19:30,soopeewee,SAMMY'S BACK PACKS,Great Lakes Surface Solutions,Rankin Arena,U13HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-28 18:30,soopeewee,LBMX,Sault NISSAN,GFL Gardens,U15HL,"269 Queen St., Sault Ste. Marie, ON            "
2025-11-28 20:00,soopeewee,Northern Sports Excellence,Winmar,GFL Gardens,U15A,"269 Queen St., Sault Ste. Marie, ON            "
2025-11-28 18:00,soopeewee,Stellar Duct Cleaning,Bobcat Trail,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-28 19:30,soopeewee,SLC Legal Solutions,Carpet One,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-18 18:00,soopeewee,Northern Sports Excellence,MALCOLM MEN CONTRACTING,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-18 19:30,soopeewee,Winmar,Northside Volkswagen,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-07 11:00,soopeewee,U7T1 TIMBITS Forrest Green - Berry,U7T1 TIMBITS Red - Figures,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-07 12:00,soopeewee,U7T1 TIMBITS  Royal Blue - Longo,U7T1 TIMBITS Gold - Miller,PeeWee Arena,U7T1,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-07 17:00,soopeewee,SAMMY'S BACK PACKS,ROY GRAHAM TRUCKING,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-07 14:00,soopeewee,U7T2 TIMBITS Blue - Williamson,U7T2 TIMBITS Purple - Thomas,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-07 18:30,soopeewee,"Floreani, O'Toole Dool Orthodontists",Kinze Adventure Dogs,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-07 13:00,soopeewee,U7T2 TIMBITS Orange - Gearing,U7T2 TIMBITS Black - Roach,PeeWee Arena,U7T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-07 20:00,soopeewee,LBMX,Northside Volkswagen,PeeWee Arena,U13A,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-06 15:00,soopeewee,Pine Shores IDA,Myia Mayhem,PeeWee Arena,U8T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-06 16:00,soopeewee,LBMX,All Star Auto Glass,PeeWee Arena,U8T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-06 20:30,soopeewee,STACKBURGER,SK Group,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-06 19:00,soopeewee,Great Lakes Surface Solutions,EZ Ride,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-06 18:00,soopeewee,FCD Pro Shop,Mert's Polar Bears,PeeWee Arena,U9T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-12-06 17:00,soopeewee,Soo Pee Wee Arena,LBMX,PeeWee Arena,U9T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-28 19:00,soopeewee,Northside Volkswagen,Soo Pee Wee Arena,NCC Arena1,U18A,"616 Goulais Avenue, Sault Ste. Marie, ON            "
2025-11-10 18:00,soopeewee,SK Group,Soo Pee Wee Arena,Rankin Arena,U18A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-05 21:30,soopeewee,Soo Pee Wee Arena,Northside Volkswagen,JR2,U18A,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-11-10 17:30,soopeewee,Northside Volkswagen,Northern Sports Excellence,JR2,U15A,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-10-20 18:00,soopeewee,Soo Pee Wee Arena,SK Group,Rankin Arena,U18A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-21 18:00,soopeewee,LBMX,Stellar Duct Cleaning,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-21 19:30,soopeewee,Bobcat Trail,Prouse Chevrolet,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-11 21:30,soopeewee,SPWHL RED,SPWHL GREEN,Rankin Arena,U18HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-09 18:00,soopeewee,Northside Volkswagen,Winmar,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-09 19:30,soopeewee,MALCOLM MEN CONTRACTING,Northern Sports Excellence,Rankin Arena,U15A,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-01 17:30,soopeewee,SPWHL RED,SPWHL BLACK,JR2,U18HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-10-19 13:30,soopeewee,SK Group,Northside Volkswagen,GFL Gardens,U18A,"269 Queen St., Sault Ste. Marie, ON            "
2025-11-09 15:00,soopeewee,SPWHL GREEN,SPWHL RED,JR2,U18HL,"260 Elizabeth St, Sault Ste. Marie, ON            "
2025-12-12 18:00,soopeewee,Prouse Chevrolet,SLC Legal Solutions,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-12-12 19:30,soopeewee,LBMX,Soo PEP Hockey,Rankin Arena,U15HL,"17 Batchewana St, Sault Ste. Marie, ON            "
2025-11-08 15:00,soopeewee,Pine Shores IDA,All Star Auto Glass,PeeWee Arena,U8T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-08 16:00,soopeewee,Myia Mayhem,LBMX,PeeWee Arena,U8T2,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
2025-11-08 20:30,soopeewee,Kinze Adventure Dogs,STACKBURGER,PeeWee Arena,U13HL,"285 Northern Avenue East, Sault Ste. Marie, ON  P6B4H9    "
